Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,TypeofContact,Occupation,Gender,ProductPitched,MaritalStatus,Designation
25.0,3,10.0,4,4.0,3.0,2.0,0,1,1,2.0,23255.0,Self Enquiry,Salaried,Female,Deluxe,Single,Manager
27.0,1,9.0,3,4.0,3.0,2.0,1,1,0,2.0,17566.0,Company Invited,Small Business,Male,Basic,Married,Executive
28.0,1,16.0,3,4.0,4.0,8.0,0,3,0,1.0,20702.0,Company Invited,Small Business,Male,Basic,Married,Executive
32.0,3,7.0,3,4.0,4.0,3.0,1,5,1,2.0,20980.0,Company Invited,Salaried,Female,Basic,Single,Executive
35.0,1,31.0,2,3.0,3.0,2.0,1,3,1,1.0,25388.0,Self Enquiry,Small Business,Female,Standard,Married,Senior Manager
39.0,3,9.0,3,4.0,5.0,5.0,0,4,0,2.0,25571.0,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
51.0,1,15.0,3,3.0,3.0,4.0,0,3,1,0.0,17075.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
36.0,3,34.0,3,4.0,3.0,3.0,1,5,0,1.0,24491.0,Self Enquiry,Salaried,Male,Deluxe,Single,Manager
31.0,1,18.0,2,3.0,3.0,1.0,1,4,1,0.0,20855.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
38.0,1,29.0,2,3.0,3.0,1.0,0,3,0,1.0,20745.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
41.0,1,23.0,3,5.0,3.0,8.0,0,5,1,2.0,23772.0,Company Invited,Small Business,Male,Deluxe,Single,Manager
28.0,3,19.0,2,3.0,3.0,4.0,1,5,1,1.0,24854.0,Self Enquiry,Small Business,Female,Deluxe,Single,Manager
28.0,1,30.0,2,4.0,3.0,6.0,1,1,0,0.0,17028.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
30.0,1,35.0,4,4.0,3.0,6.0,0,5,1,1.0,21192.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
27.0,3,7.0,3,5.0,5.0,3.0,0,3,0,1.0,22972.0,Company Invited,Small Business,Male,Deluxe,Single,Manager
38.0,1,7.0,3,5.0,3.0,3.0,0,5,1,2.0,24671.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
30.0,1,7.0,3,4.0,3.0,2.0,1,3,1,1.0,23465.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
31.0,3,19.0,4,5.0,5.0,3.0,0,5,1,1.0,20711.0,Company Invited,Salaried,Male,Basic,Divorced,Executive
34.0,3,9.0,3,4.0,3.0,4.0,1,3,0,0.0,23103.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
36.0,3,6.0,3,3.0,3.0,7.0,0,1,1,1.0,21815.0,Self Enquiry,Salaried,Female,Deluxe,Single,Manager
35.0,1,7.0,3,5.0,4.0,7.0,0,1,1,2.0,21972.0,Self Enquiry,Salaried,Female,Basic,Divorced,Executive
37.0,2,15.0,4,5.0,5.0,2.0,0,1,0,2.0,21020.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
25.0,1,18.0,4,3.0,3.0,2.0,0,3,1,3.0,22689.0,Company Invited,Salaried,Female,Deluxe,Married,Manager
41.0,3,35.0,3,6.0,5.0,5.0,0,5,0,2.0,29610.0,Company Invited,Salaried,Male,Standard,Married,Senior Manager
46.0,1,14.0,3,4.0,3.0,6.0,1,3,1,1.0,23155.0,Self Enquiry,Small Business,Female,Basic,Divorced,Executive
38.0,2,8.0,3,3.0,4.0,6.0,0,3,1,2.0,17592.0,Company Invited,Salaried,Male,Basic,Married,Executive
33.0,1,9.0,3,4.0,4.0,2.0,0,4,0,2.0,24148.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
30.0,3,17.0,3,4.0,4.0,3.0,0,1,1,1.0,20975.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
38.0,3,23.0,4,5.0,3.0,6.0,0,5,1,3.0,25012.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
29.0,2,23.0,2,4.0,5.0,2.0,0,3,0,0.0,22988.0,Self Enquiry,Salaried,Male,Standard,Single,Senior Manager
22.0,1,8.0,3,3.0,3.0,1.0,0,5,1,0.0,17523.0,Self Enquiry,Large Business,Male,Basic,Married,Executive
39.0,3,10.0,3,4.0,3.0,2.0,1,3,1,1.0,25539.0,Self Enquiry,Salaried,Male,Deluxe,Single,Manager
50.0,1,7.0,3,4.0,3.0,6.0,0,3,1,1.0,34057.0,Self Enquiry,Salaried,Male,Super Deluxe,Single,AVP
30.0,1,25.0,3,5.0,3.0,3.0,1,3,0,2.0,21067.0,Self Enquiry,Small Business,Male,Basic,Single,Executive
26.0,2,31.0,3,3.0,3.0,2.0,0,4,1,0.0,17942.0,Self Enquiry,Salaried,Female,Basic,Divorced,Executive
35.0,1,7.0,4,4.0,4.0,3.0,0,5,1,3.0,23003.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
28.0,1,14.0,3,3.0,3.0,2.0,0,4,1,1.0,18310.0,Self Enquiry,Salaried,Female,Basic,Single,Executive
50.0,1,13.0,3,5.0,3.0,4.0,1,5,1,1.0,32644.0,Self Enquiry,Salaried,Female,Super Deluxe,Married,AVP
32.0,1,8.0,3,3.0,4.0,2.0,0,4,0,0.0,17370.0,Self Enquiry,Small Business,Female,Basic,Divorced,Executive
38.0,3,11.0,3,4.0,3.0,6.0,0,4,1,1.0,20855.0,Company Invited,Small Business,Male,Basic,Married,Executive
54.0,1,20.0,3,2.0,5.0,3.0,0,1,1,1.0,23128.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
39.0,3,7.0,3,5.0,5.0,6.0,0,3,0,2.0,21536.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
34.0,3,6.0,2,3.0,3.0,2.0,0,5,1,0.0,24888.0,Self Enquiry,Small Business,Male,Standard,Single,Senior Manager
51.0,1,7.0,3,5.0,3.0,4.0,0,3,0,1.0,22368.0,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
38.0,3,11.0,3,4.0,3.0,6.0,0,4,1,1.0,21471.0,Company Invited,Small Business,Male,Basic,Married,Executive
25.0,3,7.0,4,4.0,4.0,3.0,1,4,1,3.0,21880.0,Self Enquiry,Large Business,Female,Basic,Single,Executive
33.0,1,31.0,2,4.0,4.0,5.0,1,4,1,0.0,17313.0,Self Enquiry,Small Business,Male,Basic,Single,Executive
20.0,1,6.0,2,4.0,4.0,2.0,0,4,1,0.0,17836.0,Self Enquiry,Salaried,Female,Basic,Single,Executive
36.0,1,15.0,3,3.0,3.0,3.0,0,5,1,2.0,20947.0,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
51.0,1,17.0,4,5.0,3.0,8.0,0,5,0,3.0,29174.0,Self Enquiry,Large Business,Male,Standard,Single,Senior Manager
30.0,3,22.0,3,3.0,3.0,1.0,0,3,0,2.0,20301.0,Self Enquiry,Salaried,Male,Deluxe,Divorced,Manager
36.0,1,23.0,3,5.0,4.0,2.0,1,1,1,2.0,23466.0,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
25.0,1,15.0,2,3.0,5.0,4.0,0,1,1,0.0,17096.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
46.0,1,12.0,3,6.0,5.0,3.0,1,3,1,1.0,24447.0,Self Enquiry,Small Business,Female,Deluxe,Single,Manager
42.0,1,13.0,4,5.0,4.0,8.0,1,3,1,1.0,24710.0,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
28.0,1,30.0,3,4.0,5.0,2.0,0,2,0,0.0,23722.0,Company Invited,Large Business,Male,Standard,Single,Senior Manager
40.0,3,32.0,3,3.0,5.0,2.0,0,2,1,1.0,23396.0,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
38.0,1,18.0,3,4.0,3.0,3.0,1,3,0,2.0,30863.0,Company Invited,Salaried,Male,Standard,Married,Senior Manager
29.0,1,7.0,3,5.0,4.0,3.0,0,4,0,1.0,21274.0,Company Invited,Small Business,Male,Basic,Married,Executive
50.0,3,18.0,3,4.0,3.0,3.0,0,4,0,1.0,26332.0,Self Enquiry,Small Business,Female,Standard,Married,Senior Manager
37.0,1,12.0,3,5.0,5.0,2.0,1,2,1,1.0,98678.0,Self Enquiry,Salaried,Female,Basic,Divorced,Executive
30.0,1,11.0,4,5.0,5.0,3.0,0,4,0,1.0,20787.0,Self Enquiry,Large Business,Female,Basic,Married,Executive
20.0,3,8.0,2,3.0,3.0,2.0,0,4,0,0.0,17783.0,Self Enquiry,Small Business,Female,Basic,Single,Executive
50.0,1,8.0,3,3.0,3.0,6.0,0,2,0,1.0,32639.0,Self Enquiry,Small Business,Male,Super Deluxe,Divorced,AVP
28.0,1,23.0,3,4.0,4.0,2.0,0,2,1,1.0,21489.0,Self Enquiry,Large Business,Female,Basic,Divorced,Executive
30.0,1,22.0,3,4.0,3.0,3.0,0,3,1,2.0,21018.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
37.0,3,16.0,2,4.0,3.0,3.0,1,4,1,1.0,21694.0,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
38.0,1,7.0,3,5.0,5.0,4.0,0,4,0,2.0,22598.0,Self Enquiry,Small Business,Female,Basic,Married,Executive
35.0,1,28.0,3,2.0,4.0,1.0,0,5,1,1.0,26996.0,Self Enquiry,Salaried,Female,Standard,Married,Senior Manager
35.0,1,33.0,2,4.0,5.0,2.0,0,4,0,1.0,17559.0,Self Enquiry,Small Business,Female,Basic,Single,Executive
61.0,3,35.0,4,5.0,5.0,6.0,0,1,1,1.0,28944.0,Company Invited,Small Business,Female,Standard,Married,Senior Manager
49.0,1,11.0,4,5.0,3.0,2.0,0,5,1,2.0,29677.0,Self Enquiry,Salaried,Male,Standard,Single,Senior Manager
39.0,1,6.0,2,3.0,3.0,2.0,1,3,0,0.0,34197.0,Company Invited,Salaried,Male,King,Married,VP
40.0,3,31.0,2,4.0,4.0,3.0,1,5,0,1.0,24094.0,Self Enquiry,Small Business,Male,Standard,Single,Senior Manager
30.0,1,26.0,2,3.0,5.0,1.0,0,4,0,1.0,24957.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
52.0,1,9.0,3,6.0,4.0,7.0,0,1,0,2.0,24160.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
47.0,3,33.0,3,1.0,3.0,5.0,1,4,1,2.0,21397.0,Company Invited,Salaried,Female,Deluxe,Single,Manager
35.0,2,16.0,3,4.0,3.0,3.0,0,1,1,1.0,21420.0,Self Enquiry,Large Business,Female,Basic,Divorced,Executive
30.0,1,13.0,3,4.0,3.0,3.0,0,3,0,1.0,21809.0,Self Enquiry,Small Business,Female,Basic,Divorced,Executive
36.0,3,9.0,2,3.0,4.0,4.0,1,4,0,1.0,24278.0,Self Enquiry,Small Business,Female,Deluxe,Single,Manager
44.0,1,8.0,3,1.0,3.0,2.0,0,4,1,0.0,17011.0,Self Enquiry,Salaried,Female,Basic,Divorced,Executive
45.0,1,8.0,3,4.0,3.0,1.0,0,4,1,0.0,31792.0,Company Invited,Small Business,Male,Super Deluxe,Divorced,AVP
46.0,3,15.0,3,4.0,3.0,2.0,0,5,1,2.0,24619.0,Self Enquiry,Small Business,Male,Standard,Single,Senior Manager
31.0,3,36.0,3,4.0,4.0,5.0,0,4,0,2.0,27928.0,Self Enquiry,Large Business,Male,Standard,Married,Senior Manager
35.0,3,10.0,4,5.0,3.0,5.0,1,3,0,1.0,26781.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
33.0,1,20.0,2,3.0,3.0,6.0,1,2,0,1.0,17436.0,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
33.0,1,6.0,3,3.0,3.0,2.0,1,2,1,0.0,28458.0,Company Invited,Salaried,Female,Standard,Single,Senior Manager
31.0,1,9.0,2,3.0,5.0,2.0,1,1,0,0.0,18065.0,Company Invited,Small Business,Male,Basic,Married,Executive
39.0,3,14.0,3,3.0,5.0,3.0,1,3,0,1.0,24283.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
35.0,1,7.0,4,2.0,3.0,4.0,0,1,1,2.0,21958.0,Self Enquiry,Salaried,Female,Basic,Single,Executive
51.0,3,35.0,3,5.0,5.0,6.0,1,5,0,1.0,29532.0,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
55.0,1,6.0,2,1.0,3.0,3.0,0,5,1,0.0,29732.0,Self Enquiry,Small Business,Male,Super Deluxe,Married,AVP
37.0,3,10.0,2,3.0,3.0,5.0,0,4,1,0.0,17177.0,Company Invited,Small Business,Male,Basic,Married,Executive
41.0,3,33.0,4,4.0,5.0,3.0,0,2,1,2.0,27074.0,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
55.0,3,6.0,3,3.0,3.0,4.0,0,1,0,2.0,25239.0,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
43.0,1,9.0,3,4.0,3.0,7.0,1,1,1,2.0,21193.0,Company Invited,Small Business,Male,Basic,Single,Executive
21.0,1,24.0,3,3.0,3.0,2.0,0,3,1,1.0,17693.0,Self Enquiry,Salaried,Female,Basic,Single,Executive
28.0,1,10.0,4,5.0,3.0,3.0,1,1,0,3.0,21244.0,Company Invited,Small Business,Male,Basic,Married,Executive
31.0,1,16.0,3,5.0,3.0,3.0,0,4,1,2.0,20884.0,Self Enquiry,Small Business,Male,Basic,Single,Executive
37.0,1,10.0,3,4.0,3.0,7.0,0,1,0,2.0,21513.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
32.0,1,8.0,3,3.0,4.0,2.0,0,4,0,1.0,17370.0,Self Enquiry,Small Business,Female,Basic,Married,Executive
46.0,3,6.0,3,3.0,5.0,2.0,0,1,1,2.0,25453.0,Self Enquiry,Small Business,Female,Standard,Married,Senior Manager
28.0,3,9.0,4,6.0,4.0,4.0,1,5,1,2.0,21195.0,Self Enquiry,Small Business,Female,King,Single,VP
42.0,1,21.0,3,4.0,3.0,6.0,0,4,1,2.0,21129.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
33.0,1,7.0,4,5.0,4.0,8.0,0,3,0,3.0,21010.0,Company Invited,Salaried,Female,Basic,Married,Executive
46.0,3,16.0,4,5.0,3.0,3.0,0,3,1,3.0,24271.0,Company Invited,Salaried,Female,Deluxe,Married,Manager
31.0,1,13.0,2,4.0,3.0,2.0,0,1,1,0.0,23943.0,Company Invited,Salaried,Female,Standard,Married,Senior Manager
28.0,1,27.0,2,3.0,3.0,2.0,0,1,0,0.0,17713.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
40.0,3,9.0,3,2.0,3.0,2.0,0,2,1,2.0,26558.0,Self Enquiry,Salaried,Male,Standard,Single,Senior Manager
45.0,1,16.0,3,3.0,3.0,4.0,0,5,0,2.0,17654.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
41.0,3,16.0,2,5.0,4.0,2.0,0,1,1,0.0,21151.0,Company Invited,Small Business,Male,Deluxe,Single,Manager
47.0,3,16.0,3,4.0,3.0,6.0,0,3,0,2.0,28774.0,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
57.0,1,21.0,4,4.0,4.0,2.0,1,5,1,2.0,23641.0,Self Enquiry,Salaried,Female,Basic,Divorced,Executive
44.0,1,19.0,3,5.0,4.0,3.0,0,3,1,2.0,33014.0,Self Enquiry,Salaried,Male,Super Deluxe,Married,AVP
29.0,3,16.0,4,4.0,3.0,3.0,0,3,1,2.0,23931.0,Self Enquiry,Salaried,Male,Deluxe,Single,Manager
33.0,3,17.0,3,4.0,3.0,3.0,0,4,0,2.0,24074.0,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
34.0,1,22.0,3,4.0,3.0,2.0,1,5,0,1.0,32288.0,Self Enquiry,Small Business,Male,Standard,Divorced,Senior Manager
34.0,1,12.0,3,5.0,3.0,6.0,0,3,1,2.0,25797.0,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
35.0,3,10.0,2,3.0,5.0,1.0,1,4,1,1.0,24582.0,Self Enquiry,Large Business,Male,Standard,Single,Senior Manager
41.0,1,26.0,3,4.0,3.0,2.0,1,2,1,2.0,21419.0,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
55.0,1,24.0,3,4.0,3.0,2.0,0,5,0,1.0,29417.0,Self Enquiry,Large Business,Female,Standard,Married,Senior Manager
25.0,1,31.0,3,4.0,4.0,2.0,0,5,0,2.0,22275.0,Self Enquiry,Small Business,Male,Basic,Single,Executive
52.0,1,12.0,3,3.0,5.0,4.0,1,4,1,2.0,20577.0,Self Enquiry,Large Business,Male,Deluxe,Married,Manager
28.0,1,9.0,3,4.0,4.0,2.0,0,5,1,2.0,22146.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
47.0,1,7.0,3,5.0,5.0,4.0,1,2,1,2.0,29351.0,Company Invited,Small Business,Male,Standard,Divorced,Senior Manager
29.0,1,13.0,2,3.0,3.0,4.0,1,4,1,1.0,18339.0,Self Enquiry,Large Business,Female,Basic,Married,Executive
34.0,1,9.0,3,4.0,5.0,2.0,0,3,1,2.0,21385.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
39.0,1,19.0,3,4.0,4.0,7.0,1,3,1,2.0,32123.0,Self Enquiry,Small Business,Female,Super Deluxe,Married,AVP
29.0,1,15.0,3,5.0,4.0,3.0,0,4,0,2.0,20832.0,Self Enquiry,Salaried,Female,Basic,Single,Executive
27.0,1,9.0,3,4.0,3.0,2.0,1,2,0,2.0,17566.0,Company Invited,Small Business,Male,Basic,Married,Executive
34.0,3,17.0,3,2.0,3.0,2.0,1,4,1,2.0,27058.0,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
34.0,1,32.0,3,5.0,4.0,6.0,1,4,0,1.0,20991.0,Self Enquiry,Small Business,Male,Basic,Single,Executive
37.0,1,7.0,2,4.0,3.0,2.0,0,1,0,0.0,21474.0,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
32.0,1,19.0,4,4.0,3.0,2.0,1,4,1,2.0,22607.0,Self Enquiry,Small Business,Female,Basic,Married,Executive
37.0,3,7.0,3,4.0,3.0,6.0,0,1,1,2.0,25331.0,Company Invited,Small Business,Female,Deluxe,Single,Manager
44.0,3,34.0,2,1.0,3.0,4.0,1,2,1,1.0,28320.0,Self Enquiry,Small Business,Female,Super Deluxe,Divorced,AVP
34.0,1,10.0,4,4.0,5.0,3.0,1,5,1,3.0,22026.0,Company Invited,Salaried,Male,Basic,Single,Executive
34.0,3,14.0,2,4.0,4.0,2.0,0,4,1,1.0,22980.0,Company Invited,Salaried,Female,Deluxe,Divorced,Manager
36.0,3,6.0,4,4.0,5.0,3.0,0,4,0,1.0,27747.0,Company Invited,Salaried,Male,Standard,Married,Senior Manager
47.0,1,15.0,4,5.0,5.0,2.0,1,2,1,3.0,23293.0,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
28.0,1,9.0,3,4.0,3.0,2.0,0,5,1,1.0,22905.0,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
50.0,1,8.0,1,3.0,5.0,3.0,0,3,0,0.0,32856.0,Company Invited,Small Business,Female,Super Deluxe,Married,AVP
31.0,1,9.0,4,5.0,5.0,2.0,0,3,0,2.0,23646.0,Company Invited,Large Business,Female,Basic,Single,Executive
45.0,1,17.0,4,4.0,3.0,3.0,1,3,1,3.0,21614.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
35.0,3,14.0,3,3.0,3.0,2.0,0,3,0,0.0,17572.0,Self Enquiry,Salaried,Female,Basic,Divorced,Executive
43.0,3,7.0,2,4.0,3.0,3.0,0,3,1,1.0,23585.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
29.0,1,28.0,3,4.0,3.0,3.0,0,2,0,1.0,21391.0,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
36.0,1,10.0,2,4.0,3.0,2.0,0,5,1,1.0,20810.0,Self Enquiry,Salaried,Male,Deluxe,Single,Manager
25.0,1,14.0,3,4.0,3.0,3.0,1,4,0,1.0,21564.0,Company Invited,Salaried,Female,Basic,Divorced,Executive
36.0,3,7.0,4,4.0,3.0,3.0,0,4,0,3.0,23537.0,Self Enquiry,Small Business,Female,Deluxe,Single,Manager
34.0,3,12.0,4,4.0,3.0,8.0,0,1,1,3.0,28676.0,Company Invited,Salaried,Male,Deluxe,Divorced,Manager
33.0,3,16.0,2,3.0,3.0,2.0,0,1,0,0.0,20487.0,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
37.0,1,12.0,3,5.0,5.0,2.0,1,1,1,2.0,22097.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
41.0,3,11.0,4,5.0,3.0,2.0,0,1,1,2.0,29533.0,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
36.0,1,11.0,3,3.0,4.0,1.0,0,1,1,1.0,20914.0,Self Enquiry,Salaried,Male,Deluxe,Single,Manager
28.0,1,21.0,2,3.0,3.0,2.0,0,4,0,0.0,17207.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
34.0,3,10.0,3,3.0,3.0,1.0,0,1,0,0.0,21538.0,Company Invited,Small Business,Female,Deluxe,Married,Manager
50.0,1,28.0,2,5.0,3.0,2.0,1,1,1,1.0,29411.0,Company Invited,Small Business,Male,Super Deluxe,Single,AVP
36.0,1,6.0,2,3.0,4.0,1.0,0,5,0,0.0,20228.0,Self Enquiry,Salaried,Female,Deluxe,Divorced,Manager
33.0,1,10.0,3,4.0,3.0,5.0,0,2,1,2.0,29837.0,Self Enquiry,Salaried,Female,Standard,Single,Senior Manager
26.0,1,12.0,3,3.0,5.0,3.0,0,5,1,2.0,22678.0,Company Invited,Salaried,Male,Deluxe,Married,Manager
30.0,1,32.0,4,5.0,4.0,7.0,0,3,0,3.0,21224.0,Self Enquiry,Large Business,Female,Basic,Divorced,Executive
31.0,1,24.0,4,4.0,5.0,3.0,1,4,0,3.0,30594.0,Self Enquiry,Small Business,Female,Standard,Divorced,Senior Manager
32.0,1,17.0,3,4.0,3.0,6.0,0,1,1,2.0,29709.0,Company Invited,Small Business,Female,Standard,Married,Senior Manager
42.0,1,32.0,2,3.0,5.0,4.0,1,3,0,0.0,28191.0,Company Invited,Small Business,Female,Standard,Married,Senior Manager
33.0,1,6.0,3,1.0,3.0,5.0,0,1,1,0.0,31184.0,Self Enquiry,Small Business,Female,Super Deluxe,Married,AVP
30.0,1,20.0,3,5.0,4.0,6.0,1,4,1,1.0,22703.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
37.0,1,16.0,4,2.0,4.0,3.0,0,5,1,1.0,21488.0,Company Invited,Salaried,Male,Basic,Married,Executive
44.0,1,16.0,2,3.0,3.0,3.0,1,3,1,1.0,21465.0,Self Enquiry,Salaried,Male,Deluxe,Divorced,Manager
59.0,1,22.0,3,4.0,3.0,4.0,1,1,1,1.0,34465.0,Company Invited,Salaried,Male,Super Deluxe,Married,AVP
49.0,3,36.0,4,4.0,3.0,5.0,0,4,0,1.0,31182.0,Self Enquiry,Small Business,Female,Standard,Divorced,Senior Manager
33.0,1,11.0,3,3.0,4.0,7.0,0,3,1,1.0,26878.0,Company Invited,Salaried,Female,Standard,Married,Senior Manager
42.0,1,14.0,3,2.0,3.0,3.0,0,3,0,1.0,22054.0,Self Enquiry,Large Business,Female,Basic,Married,Executive
33.0,1,14.0,4,2.0,4.0,3.0,0,1,0,2.0,21472.0,Company Invited,Salaried,Male,Basic,Married,Executive
41.0,1,17.0,3,3.0,3.0,5.0,1,3,0,2.0,20891.0,Self Enquiry,Salaried,Female,Basic,Divorced,Executive
35.0,3,10.0,3,6.0,3.0,7.0,0,1,1,1.0,24707.0,Self Enquiry,Salaried,Female,Deluxe,Single,Manager
38.0,1,35.0,2,3.0,3.0,4.0,0,1,0,0.0,21261.0,Self Enquiry,Large Business,Male,Deluxe,Married,Manager
32.0,3,14.0,3,4.0,4.0,2.0,1,1,1,2.0,20228.0,Self Enquiry,Large Business,Female,Deluxe,Married,Manager
48.0,3,13.0,3,3.0,3.0,3.0,1,4,1,1.0,17655.0,Company Invited,Small Business,Female,Basic,Married,Executive
50.0,1,15.0,3,3.0,3.0,5.0,0,5,1,2.0,17380.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
33.0,3,16.0,3,6.0,3.0,2.0,0,1,0,2.0,23346.0,Company Invited,Small Business,Male,Deluxe,Married,Manager
20.0,1,10.0,2,3.0,5.0,2.0,0,3,1,0.0,17973.0,Self Enquiry,Large Business,Male,Basic,Single,Executive
20.0,3,27.0,2,1.0,3.0,2.0,0,3,0,0.0,17678.0,Self Enquiry,Small Business,Male,Basic,Single,Executive
33.0,3,11.0,3,4.0,4.0,4.0,0,3,1,2.0,22609.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
30.0,1,10.0,2,3.0,3.0,19.0,1,4,1,1.0,17285.0,Company Invited,Large Business,Male,Basic,Single,Executive
31.0,1,16.0,4,4.0,3.0,2.0,1,3,1,3.0,23373.0,Company Invited,Small Business,Female,Deluxe,Single,Manager
51.0,3,32.0,3,3.0,3.0,3.0,0,3,1,1.0,31307.0,Self Enquiry,Small Business,Female,Super Deluxe,Married,AVP
39.0,3,14.0,3,5.0,3.0,2.0,0,1,1,1.0,22706.0,Self Enquiry,Small Business,Female,Deluxe,Single,Manager
39.0,3,9.0,3,4.0,4.0,2.0,0,4,1,1.0,26029.0,Self Enquiry,Small Business,Male,Standard,Single,Senior Manager
44.0,1,35.0,4,3.0,3.0,6.0,0,3,0,3.0,23417.0,Company Invited,Small Business,Female,Basic,Single,Executive
26.0,1,31.0,2,5.0,3.0,2.0,0,1,0,0.0,17293.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
56.0,1,7.0,3,2.0,3.0,4.0,0,5,1,1.0,33410.0,Self Enquiry,Small Business,Male,Super Deluxe,Married,AVP
59.0,3,31.0,4,3.0,5.0,1.0,0,3,1,1.0,22637.0,Self Enquiry,Salaried,Female,Standard,Single,Senior Manager
34.0,1,28.0,2,4.0,3.0,2.0,1,1,1,0.0,20747.0,Company Invited,Salaried,Male,Deluxe,Married,Manager
33.0,3,8.0,3,3.0,3.0,2.0,0,3,1,1.0,20505.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
32.0,1,14.0,3,5.0,3.0,3.0,0,2,1,2.0,27621.0,Company Invited,Salaried,Female,Standard,Divorced,Senior Manager
38.0,1,23.0,3,4.0,3.0,1.0,0,1,1,2.0,23823.0,Self Enquiry,Salaried,Female,Standard,Married,Senior Manager
31.0,3,14.0,4,4.0,5.0,2.0,0,3,1,1.0,23457.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
49.0,3,9.0,3,4.0,3.0,4.0,0,5,1,1.0,22729.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
29.0,1,15.0,3,1.0,3.0,7.0,0,5,1,0.0,17451.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
52.0,1,15.0,3,5.0,4.0,7.0,0,3,1,2.0,31168.0,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
40.0,1,9.0,4,4.0,3.0,2.0,0,2,1,2.0,29616.0,Company Invited,Large Business,Female,Standard,Single,Senior Manager
32.0,1,16.0,3,5.0,5.0,2.0,1,3,0,2.0,20999.0,Company Invited,Small Business,Male,Basic,Single,Executive
38.0,1,7.0,3,5.0,5.0,4.0,0,4,1,2.0,22598.0,Self Enquiry,Small Business,Female,Basic,Divorced,Executive
37.0,1,7.0,3,5.0,3.0,2.0,0,5,1,2.0,23052.0,Company Invited,Small Business,Female,Deluxe,Married,Manager
21.0,1,18.0,4,5.0,5.0,3.0,1,3,1,3.0,21278.0,Self Enquiry,Small Business,Female,Basic,Single,Executive
